text,E,N,A,C,O
مرور الوقت الزمن لحظات متعة الى لحظات حكم عليها بالاعدام الجسم حالة الالم يتفحص طيات المستقبل يبني امالا امجادا تتلاشى الحاضر مالذي قع,0,0,0,1,0
رمضان كريم درست بجامعة سيدي محمد بن عبد الله لمدة خمة سنوات اكتشفت عدة جوانب شخصيتي اني اكتشفت مدينة فاس الراءعة العريقة اللتي احتلت مانة قلبي,0,0,0,1,0
الدراسة بالجامعة بالنسبة كانت فترة فكري بالدرجة الاولى فقد عهدت نفسي الطفلة الطموحة المندفعة تتقبل الفشل عهدت لنفسها الصدارة دوما كنت لنفسي ذالك قوة امتيازا لجت الجامعة ادركت النجاح الحقيقي يكمن مثابرتك نضالك عدم فقدانك الامل نهوضك قعة علمت الحياة تاتيني بكل اتمنى فتقبلت الفكرة علمت اكثر الانفاق ظلاما دائما نور ضئيلا يكفي اؤمن ليدلني طريق النجاح يهم قضيت الوقت لاصل المسمى بالنجاح فنجاحي يكمن حد ذاته عدم استسلامي بحثي المستمر افضل نسخة لنفسي رغبتي للمعرفة المجالات تجذبني كانت بعيدة مجال دراستي تعلمي اعيش اللحظة اتعايش كبواتي جعلها دروسا بدل عراقيل انتظاري للمستقبل بذراعين جاهزتين لاحتضانه بدل التخوف,1,1,0,1,1
شخص يحب القيام بالاشياء بشكل مثالي يستغرق الامر مني الوقت احيانا زلت افعل الاشياء الوقت المحدد متسامح مبتسم افهم الاخرين ايضا ملاحظ احب الابتعاد الاضواء,1,0,0,0,0
لقد كانت تجربة متميزة مليئة بالمغامرات المفرحة الحزينة الدكتوراه امر بالهين مطبات لايجاد مجال البحث تليه مغامرات لتحديد مشكل يعالج لتليه رحلة البحث فكرة تحل المشكل,0,1,1,1,1
تجربتي الجامعة تكن خالية الدروس المواقف العبر اللحظات المهمة حياتي التقيت مختلف الشخصيات الناس الجيد الى السيئ التلاقح الناس مكنني سقل شخصيتي معرفتها اكثر السعي تحسينها ترويدها لتكون شخصية صالحة لمحيطها الصغير المتمثل العائلة المحيط الاكبر الى المجتمع,0,0,0,0,1
انني اعمل كمهندس بوزارة الصحة اكتسبت الكثير خلال مشوار المهني سواء المستوى الشخصي اصبحت اكثر هدء انفتاحا الاخرين اضافتا الى الاحساس بالمسؤلية لكنني كنت دائما اطمح للعمل البحث العلمي عندما لجت المستوى الجامعي,0,0,0,0,0
الدراسة بالجامعة عكس المتوقع تطلبت مني مجهودا كبيرا اخذت مني الوقت الكثير الممكن اقضيه عائلتي مثلا هواية جديدة الدراسة بالجامعة تتطلب ايضا شخصية شجاعة اجتماعية فالتعرف زملاء جدد الدراسة معهم يمكن يساهم بشكل كبير التحصيل الدراسي الجيد,0,1,0,0,0
بدء يومي قرات بضعا القران الكريم صلاة الفجر فتحته قرات سورة الاسراء اقرا اقم الصلاة لدلوك الشمس الى غسق الليل قران الفجر قران الفجر مشهودا اتذرع يدي الله الوقت ذكره سبحانه تعالى غمرتني السعادة الخطاب موجه الي بالذات,0,0,1,1,0
عندما بدات الدراسة الجامعة كنت اشعر بالقليل الوحدة فهي بداية لمرحلة جديدة حياتي اكن املك الاصدقاء انني انفصلت اصدقائي تعرفت اناس جدد كانتفعلا مرحلة قاسية انتهت بذكريات رائعة,0,1,0,0,0
امر باسبوع متوتر الى حد نظرا لاقتراب الامتحانات التفكير المتزايد الدراسة الخطوات الواجب اتخاذها لتمر الفترة يرام احاول الخروج مساحة الامان الخاصة شيء جديد,0,1,0,1,0
حياتي اصبحت راسا عقب جعلتها تفلتت الامور يدي اعد قادرة السيطرة شيء يسير المجهول الم خوف يجعلاني اقف حراك اترقب عناية الاهية معجزة السماء,0,1,1,0,0
استمتع بكوني مركز الاهتمام اصدقائي اغضب اكن يجعلني غاضبا الاحيان اعرف لماذا اعرف سلوك سيء احاول التخلص معالجة قرات انني بحاجة الى تنظيف افكاري محاولة اعطاء الكثير الاهتمام للناس سيحبونني سيساعدني الشعور بالرضا الاهتمام,0,1,0,0,1
يصعب ضبط الانفعالات الضغظ الاتزان السلوكي ضرورة للنجاح الابداع التقدم ربما البحث الدقة الفعالية المردوية العالية يشكل عامل مؤثر زيادة الضغظ بالاضافة للتطلعات الاجتماعية الوظيفية تحقيق الذات يصعب تحقيق المتعة الاستمتاع بتحصيل المعرفة انتاجها عندما يرتبط النجاح بالضغط المتواصل فترة طويلة,1,0,1,0,1
ساعبر الحب الاول الحب العذري يختلج الفؤاد خصوصا ايام البراءة الطفولة يستمر معك مراحل حياتك كلام عندما يذهب طريقه يشق حيانه بعيدا الاخر تشاء الصدف شيئا اخر يقع اللقاء الصامت جديد عذاب الحب جديد فاعلم انك شقي,0,0,1,0,0
انسانة مزاجية تحب الالتزام بالوقت العمل التنظيم الحياة اصعب توقعاتنا تصيبنا بالتحباط الياس تعارضت افكارنا معها التجربية الحياتية اكبر مختبر للانسان اكسابه فن التعامل التواصل الجتماعيوشكرا,1,1,0,1,0
تجربة الدراسة بالجامعة كانت تجربة رائعة صعبة الوقت ذاته صعبة كانت لان المدينة كنت ادرس حينها بعيدة جدا الاهل رائعة لبداية اكتشافي لذاتي شخصيتي انطلاقا الاحتكاك الاخرين نقطة ايجابية استفدته الجامعة التحدث بالدارجة المغربية لكوني منحدرة اصول امازيغية كانت الاخيرة المتداولة بكثرة الاماكن الى جانب تعلمت مجموعة المعارف التقنية العلمية علاقة بالعلوم بصفة مجال التكنولوجيا المعلوميات بالخصوص,1,0,0,1,1
اتعصب عندما اشتغل اطار فريق عمل اجد البعض مبال يجعلني انفعل بشدة اشعر باحساس سلبي اتجاه الشخص الاشخاص المعنية ممكن تتوتر الامور الخارج تصبح العلاقة متوترة,1,1,0,1,1
لقد قضيت الاسبوع الماضي احاول كتابة مقالة علمية حول موضوع اطروحتي اشعر بان افكاري مشتتة انني ضائعة سيما انني السنة الثالثة يقيني الله عز جل كبير انجح شاء الله,1,0,1,1,0
علمتني الحياة اكون صبوىة متفائلة احب الخير للجميع اساعدهم مواقفهم الصعبة لاانتظر جزاء لان يعمل خيرا يجده الاخلاص العمل تجزى الخالق امنت بشيء قم لاتنتظر يقوم الاخرون الصدق العمل الجاد مفتاح النجاح,1,0,1,1,1
كانت المرحلة الجامعية اجمل مرحلة مرت حياتي اتسمت بالحيوية الحماس عكس مرحلة العمل مليئة بالروتين الملل يومي فقد مر عاديا جدا العمل قمت بزيارة طبيب الاسنان اتممت الاغراض الادارية عدت متعبة جدا للمنزل,1,0,0,1,1
تجربتي الدراسية رغم طولها الزمني حوالي سنوات الباكالوريا اهلتني للاندماج سوق الشغل طموحي مند الصغر لوج ظيفة مدرس الجامعة الطموح لازال قائما لاني اصلت دراستي الجامعية حاصل الماستر باقصى تقدير سنوات ستحصل مرادي احاول التوفيق حياتي الزوجية تحقيق احلامي احلام زوجتي عاىلتي بالخصوص تربيت ابنائي ليصبحوا مواطني الغد مصلحة لنفسهم للوطن الاهداف كانت بتوفيق الله بمساعدة الوالدين اطال الله عمرهما اتمنى السعادة الدنيا الاخرة السلام عليكم رحمة الله بركاته,0,0,0,1,1
مسار الحياة الدراسة الى العمل الى الحياة العالمية مر شاءت اقدار الله سار الدرب طل يمكن التخطيط لكل امر قال الكندي مضى فات المسلم غيب الساعة,0,0,0,0,0
اختلف مكان تواجدك اشخاص حولي تبدا شخصيتي تتاثر بشكل دائما يكون تاثير بافكار سلبية احباطات ترجع مزاجك حزين تملك رؤية واضحة متفاءلة حول مستقبلك تجعل اخرين يؤثرين,1,1,0,1,1
تجربتي الجامعية فاشلة بكل المقاييس حاصل الاجازة لدي طريقة لولوج سلك المستور الدي احلم بيه الدكتورة تشغلني يوميارغم حصولي علامات جيدة فالبكالوريا سلوك الاجازة اشعر يوميا باللبن عدم الرصا,0,1,0,0,0
النجاح الحياة العملية الشخصية تنبني خلق التوازن التوازن الانفتاح الثقة المثابرة معرفة نقاط الضعف كالمزاجية التعامل معها كاليات دفاعية للشخصية كنواقص يجب اخفائها الاسبوع مثمرا صعيد العمل الحمد لله اتممت مشاريع اعمل اخرى مستقبلية,0,1,0,1,1
الدراسة بالجامعة تجربتي تنقصها الجدية الفعالية الكثير الاساتذة الطلبة السواء اذ تغلب عليها النفعية بالنسبة المحيط فهي هدر الوقت المستقبل فهي مهمة معنويا بالنسبة الاحداث روتينية يوما يوم يساعد تجاوزها المطالعة,0,1,0,1,1
الدراسة الجامعة تجربة ناجحة الحياة العمل التعليم يشعرني بمكاني المجتمع حياتي بسيطة هادئة اصعب الامور اعيش الحياة مقتنع بان الرزق الله العمل العبد فقم بعملك جيدا انتظر الجزاء الله,1,1,0,0,0
